"Annot_Gene"	"Annot_Christoforou_Uniprot_G.O_overlap"	"Annot_Christoforou_Uniprot_G.O_sum"	"Annot_HPA_Single_supportive"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_Uniprot_G.O_overlap"	"precision_assigned_location_Christoforou_Uniprot_G.O_overlap"	"assigned_location_Christoforou_Uniprot_G.O_sum"	"precision_assigned_location_Christoforou_Uniprot_G.O_sum"	"assigned_location_HPA_Single_supportive"	"precision_assigned_location_HPA_Single_supportive"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"AP2M1"	""	""	"PM"	"Plasma membrane"	NA	"Supportive"	"clathrin adaptor complex; clathrin-coated endocytic vesicle membrane; coated pit; cytosol; endocytic vesicle membrane; extracellular vesicular exosome; lysosomal membrane; mitochondrion; plasma membrane"	" Cell membrane Membrane coated pit; Peripheral membrane protein; Cytoplasmic side Note=AP-2 appears to be excluded from internalizing CCVs and to disengage from sites of endocytosis seconds before internalization of the nascent CCV {ECO:0000250}"	"overlaps 10"	443	"PM"	1	"PM"	1	"PM"	1	"AP2M1"	"-"	6	38	28	16	32	34	18	12	12	6	"-"	24	58	72	12	10	10	6	4	1	1	1	NA	4	1	10	130	56	1	NA	21	68	11	NA	10	86	4	NA	1	10	90	NA	100	1	1	1	NA	70	21	9	NA	46	54	NA	23	28	49	NA	13	19	12	56
"CYFIP1"	"PM"	"PM"	""	NA	NA	NA	"extracellular vesicular exosome; focal adhesion; lamellipodium; mRNA cap binding complex; neuron projection; perinuclear region of cytoplasm; ruffle; SCAR complex; synapse"	" Cytoplasm perinuclear region {ECO:0000250} Cell projection lamellipodium {ECO:0000250} Cell projection ruffle {ECO:0000250} Cell junction synapse synaptosome {ECO:0000250} Note=Highly expressed in the perinuclear region Enriched in synaptosomes membrane ruffles and at the tips of lamellipodia (By similarity) {ECO:0000250|UniProtKB:Q7TMB8}"	"overlaps 9"	443	"PM"	1	"PM"	1	"PM"	1	"CYFIP1"	"-"	6	62	32	26	34	18	8	6	6	1	"-"	34	74	66	4	8	8	1	1	1	1	1	NA	14	8	40	78	54	6	NA	14	85	1	NA	1	77	21	NA	1	1	1	NA	100	1	1	1	NA	74	26	1	NA	70	30	NA	84	1	16	NA	58	13	1	30
"EHD4"	""	""	""	NA	NA	NA	"endoplasmic reticulum; extracellular vesicular exosome; membrane; nucleus; perinuclear region of cytoplasm; plasma membrane; recycling endosome membrane"	" Cell membrane {ECO:0000250} Early endosome membrane {ECO:0000269|PubMed:18331452}; Peripheral membrane protein {ECO:0000269|PubMed:18331452} Recycling endosome membrane {ECO:0000269|PubMed:18331452}; Peripheral membrane protein {ECO:0000269|PubMed:18331452}"	"overlaps 10"	443	"PM"	1	"PM"	1	"PM"	1	"EHD4"	"-"	4	52	34	20	24	16	8	18	16	6	"-"	90	44	58	6	1	1	1	1	1	1	1	NA	8	4	18	68	88	12	NA	11	87	2	NA	40	29	31	NA	1	1	100	NA	100	1	1	1	NA	49	27	24	NA	92	8	NA	89	1	11	NA	61	1	1	39
"PLXNB2"	"PM"	"PM"	""	NA	NA	NA	"cell surface; extracellular vesicular exosome; integral component of plasma membrane; intracellular"	" Cell membrane {ECO:0000269|PubMed:12533544}; Single-pass type I membrane protein {ECO:0000269|PubMed:12533544}"	"overlaps 10"	443	"PM"	1	"PM"	1	"PM"	1	"PLXNB2"	"-"	1	64	40	26	38	20	6	4	1	1	"-"	48	72	60	8	4	1	4	1	1	1	1	NA	1	1	4	96	82	16	NA	1	49	51	NA	46	41	13	NA	1	1	100	NA	100	1	1	1	NA	36	13	50	NA	100	1	NA	42	1	58	NA	1	3	65	33
"RAB11B"	""	""	""	"Plasma membrane;Microtubule organizing center"	"Cell Junctions;Aggresome"	"Supportive"	"cell junction; extracellular vesicular exosome; mitochondrion; phagocytic vesicle; recycling endosome; recycling endosome membrane; synaptic vesicle"	" Recycling endosome membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250} Cytoplasmic vesicle secretory vesicle synaptic vesicle membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250} Cytoplasmic vesicle phagosome membrane {ECO:0000305|PubMed:21255211}; Lipid-anchor {ECO:0000305|PubMed:21255211}; Cytoplasmic side {ECO:0000305|PubMed:21255211} Note=Recruited to phagosomes containing Saureus"	"overlaps 10"	443	"PM"	1	"PM"	1	"PM"	1	"RAB11B"	"-"	12	16	34	24	54	20	12	18	8	1	"-"	72	32	46	4	10	14	8	6	8	1	1	NA	6	6	18	104	58	8	NA	25	68	7	NA	53	44	3	NA	15	25	60	NA	100	1	1	1	NA	52	48	1	NA	99	1	NA	38	9	53	NA	49	1	12	37
"ATP6V0A1"	""	""	""	"Cytoplasm;Golgi apparatus"	"Nucleus but not nucleoli"	"Uncertain"	"cytoplasm; endosome membrane; extracellular vesicular exosome; Golgi apparatus; integral component of membrane; intracellular membrane-bounded organelle; nucleus; phagocytic vesicle membrane; plasma membrane; vacuolar proton-transporting V-type ATPase, V0 domain"	" Cytoplasmic vesicle membrane; Multi-pass membrane protein Melanosome Note=Coated vesicle Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 4"	495	"PM"	1	"PM"	1	NA	NA	"ATP6V0A1"	"-"	1	16	34	28	70	28	8	8	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	12	102	78	6	NA	1	1	1	NA	1	1	1	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	27	73	NA	1	96	4	NA	1	1	1	1
"FYN"	""	""	""	NA	NA	NA	"cytosol; endosome; mitochondrion; nucleus; plasma membrane; postsynaptic density"	" Cytoplasm Nucleus Cell membrane Note=Present and active in lipid rafts Palmitoylation is crucial for proper trafficking"	"overlaps 6"	495	"PM"	1	"PM"	1	NA	NA	"FYN"	"-"	20	36	34	28	34	16	6	22	1	1	"-"	1	1	1	28	82	54	6	32	1	1	1	NA	1	1	12	138	50	1	NA	1	1	1	NA	18	7	75	NA	1	1	1	NA	100	1	1	1	NA	1	1	1	NA	1	100	NA	1	100	1	NA	1	1	1	1
"MAP4K4"	"PM"	"PM"	""	NA	NA	NA	"cytoplasm"	" Cytoplasm "	"overlaps 6"	495	"PM"	1	"PM"	1	NA	NA	"MAP4K4"	"-"	8	54	34	24	34	16	8	6	8	6	"-"	1	1	1	1	46	62	38	16	22	4	10	NA	1	1	1	116	70	14	NA	34	58	7	NA	1	1	1	NA	1	1	1	NA	100	1	1	1	NA	1	1	1	NA	8	92	NA	75	1	25	NA	1	1	1	1
"MYO1G"	""	""	""	NA	NA	NA	"extracellular vesicular exosome; membrane; myosin complex; plasma membrane"	" Cell membrane {ECO:0000269|PubMed:19968988 ECO:0000269|PubMed:20071333}; Peripheral membrane protein {ECO:0000269|PubMed:19968988 ECO:0000269|PubMed:20071333} Cell projection phagocytic cup {ECO:0000250|UniProtKB:Q5SUA5} Note=Recruited to Fc-gamma receptor (Fc-gamma-R) phagocytic cup In T-cells transiently accumulates in discrete areas at the plasma membrane of migrating cells or when membranes are deformed (By similarity) Localization at the membrane is not highly dependent on phosphatidylinositol 45-bisphosphate levels Released from the membrane in the presence of ATP May be enriched in peripheral processes such as microvilli or ruffles {ECO:0000250|UniProtKB:Q5SUA5 ECO:0000269|PubMed:20071333}"	"overlaps 3"	495	"PM"	1	"PM"	1	NA	NA	"MYO1G"	"-"	14	70	42	10	38	8	1	12	1	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	6	10	100	74	10	NA	13	82	5	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	5	95	NA	1	1	1	NA	1	1	1	1
"SPECC1"	"PM"	"PM"	""	"Nucleus;Cytoplasm"	"Nucleoli;Vesicles"	"Uncertain"	"nucleus"	" Nucleus {ECO:0000269|PubMed:15602574}"	"overlaps 5"	495	"PM"	1	"PM"	1	NA	NA	"SPECC1"	"-"	1	50	38	20	22	28	14	14	8	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	16	1	30	104	50	1	NA	7	50	43	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	26	74	NA	1	94	6	NA	10	8	28	54
"SLC44A1"	"PM"	"PM"	""	"Mitochondria"	"Nucleus but not nucleoli"	"Supportive"	"extracellular vesicular exosome; integral component of membrane; membrane; mitochondrial outer membrane; plasma membrane"	" Cell membrane {ECO:0000269|PubMed:19357133}; Multi-pass membrane protein {ECO:0000269|PubMed:19357133} Mitochondrion outer membrane {ECO:0000269|PubMed:19357133}; Multi-pass membrane protein {ECO:0000269|PubMed:19357133}"	"overlaps 7"	134	"PM"	0.666666666666667	"PM"	0.666666666666667	NA	NA	"SLC44A1"	"-"	1	36	34	22	42	32	14	12	6	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	1	1	34	128	38	1	NA	16	58	27	NA	1	1	1	NA	98	1	2	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	79	1	1	21
"SMPDL3B"	"PM"	"PM"	""	"Cytoplasm;Golgi apparatus"	NA	"Uncertain"	"extracellular space; extracellular vesicular exosome"	" Secreted {ECO:0000250}"	"overlaps 5"	134	"PM"	0.666666666666667	"PM"	0.666666666666667	NA	NA	"SMPDL3B"	"-"	1	66	42	20	34	18	8	8	1	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	1	1	6	116	72	1	NA	1	1	1	NA	1	1	1	NA	100	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	100	1	NA	6	5	66	23
"TMEM106B"	"LYSOSOME"	"LYSOSOME"	""	"Vesicles"	NA	"Supportive"	"endosome; extracellular vesicular exosome; integral component of membrane; lysosomal membrane"	" Late endosome membrane; Single-pass type II membrane protein Lysosome membrane; Single-pass type II membrane protein"	"overlaps 3"	134	"PM"	0.666666666666667	"PM"	0.666666666666667	NA	NA	"TMEM106B"	"-"	1	12	26	32	68	46	8	6	4	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	146	54	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	99
"AHCYL2"	""	""	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Uncertain"	NA	NA	"overlaps 4"	208	"PM"	0.666666666666667	"PM"	0.666666666666667	"NUCLEUS"	1	"AHCYL2"	"-"	46	36	30	18	24	20	6	12	6	1	"-"	182	1	1	18	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	66	32	3	NA	1	1	1	NA	100	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	1	NA	1	1	1	1
"ATP2B2"	"PM"	"PM"	""	NA	NA	NA	"apical plasma membrane; cilium; cytoplasm; endoplasmic reticulum; integral component of membrane; neuronal cell body; plasma membrane"	" Cell junction synapse {ECO:0000250|UniProtKB:Q9R0K7} Cell membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}"	"overlaps 3"	208	"PM"	0.666666666666667	"PM"	0.666666666666667	"NUCLEUS"	1	"ATP2B2"	"-"	1	62	36	22	36	20	10	8	4	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	97	1	NA	1	1	1	NA	100	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"GOLGA7"	"PM"	"PM"	""	NA	NA	NA	"extracellular vesicular exosome; Golgi stack; intrinsic component of Golgi membrane; palmitoyltransferase complex"	" Golgi apparatus membrane {ECO:0000269|PubMed:14522980 ECO:0000269|PubMed:16000296}; Lipid-anchor {ECO:0000269|PubMed:14522980 ECO:0000269|PubMed:16000296}"	"overlaps 7"	208	"PM"	0.666666666666667	"PM"	0.666666666666667	"NUCLEUS"	1	"GOLGA7"	"-"	1	42	34	24	44	24	12	10	6	1	"-"	184	16	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	4	56	41	NA	11	53	35	NA	1	1	1	NA	100	1	1	1	NA	1	1	1	NA	13	87	NA	11	49	41	NA	1	53	1	47
"MED10"	"NUCLEUS"	"NUCLEUS"	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"mediator complex; nucleoplasm"	" Nucleus {ECO:0000305}"	"overlaps 4"	208	"PM"	0.666666666666667	"PM"	0.666666666666667	"NUCLEUS"	1	"MED10"	"-"	54	1	10	1	1	6	1	34	54	44	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	46	34	20	NA	1	100	1	NA	1	1	1	1	NA	1	1	1	NA	1	100	NA	1	1	1	NA	1	1	1	1
"SLC39A1"	""	""	""	"Cytoplasm"	NA	"Uncertain"	"endoplasmic reticulum; integral component of membrane; membrane; plasma membrane"	" Cell membrane {ECO:0000269|PubMed:11696349}; Multi-pass membrane protein {ECO:0000269|PubMed:11696349} Endoplasmic reticulum membrane {ECO:0000269|PubMed:11696349}; Multi-pass membrane protein {ECO:0000269|PubMed:11696349} Note=Shows a vesicular localization corresponding partially to the endoplasmic reticulum in several epithelial cell lines"	"overlaps 3"	208	"PM"	0.666666666666667	"PM"	0.666666666666667	"NUCLEUS"	1	"SLC39A1"	"-"	1	20	32	28	68	24	10	10	6	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	3	59	38	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	27	73	NA	1	1	1	1
"ASS1"	""	""	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"cell body fiber; cytoplasm; cytosol; endoplasmic reticulum; extracellular vesicular exosome; lysosome; mitochondrial outer membrane; nucleus; perikaryon"	NA	"overlaps 5"	243	"PM"	0.666666666666667	"PM"	0.5	"NUCLEUS"	0.5	"ASS1"	"-"	62	28	22	10	14	12	8	16	22	6	"-"	80	76	20	4	1	1	1	12	1	1	8	NA	1	1	1	1	1	1	NA	1	1	1	NA	92	6	1	NA	27	1	73	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	80	1	20	NA	94	1	1	6
"DDAH1"	"CS"	"CS"	""	"Plasma membrane;Cytoplasm"	"Nucleoli"	"Uncertain"	"extracellular vesicular exosome; mitochondrion"	NA	"overlaps 6"	243	"PM"	0.666666666666667	"PM"	0.5	"NUCLEUS"	0.5	"DDAH1"	"-"	38	60	38	22	24	10	4	1	1	1	"-"	50	86	28	4	10	10	1	4	4	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	74	23	3	NA	40	19	40	NA	1	1	1	1	NA	27	2	71	NA	1	1	NA	67	1	32	NA	76	1	1	23
"GNG12"	""	""	""	NA	NA	NA	"extracellular vesicular exosome; heterotrimeric G-protein complex; plasma membrane"	" Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}"	"overlaps 6"	243	"PM"	0.666666666666667	"PM"	0.5	"NUCLEUS"	0.5	"GNG12"	"-"	24	12	8	1	16	28	10	44	44	16	"-"	62	60	40	10	8	8	4	4	1	1	4	NA	1	1	1	1	1	1	NA	1	1	1	NA	49	49	1	NA	47	19	34	NA	1	1	1	1	NA	7	93	1	NA	1	1	NA	89	1	10	NA	23	4	44	29
"MYL12B"	""	"CYTOSOL"	""	NA	NA	NA	"apical part of cell; cytosol; extracellular vesicular exosome; myosin II complex; stress fiber; Z disc"	NA	"overlaps 5"	243	"PM"	0.666666666666667	"PM"	0.5	"NUCLEUS"	0.5	"MYL12B"	"-"	14	10	8	6	14	18	22	58	48	4	"-"	42	84	30	10	12	6	4	4	1	1	4	NA	1	1	1	1	1	1	NA	1	1	1	NA	68	30	1	NA	1	1	1	NA	31	20	26	22	NA	1	1	1	NA	1	1	NA	69	14	16	NA	52	1	36	10
"MYO1B"	"PM"	"PM"	""	NA	NA	NA	"actin filament; brush border; cell periphery; cytoplasm; early endosome; endosome membrane; extracellular vesicular exosome; filopodium; myosin complex; perinuclear region of cytoplasm; plasma membrane"	NA	"overlaps 7"	243	"PM"	0.666666666666667	"PM"	0.5	"NUCLEUS"	0.5	"MYO1B"	"-"	1	64	40	26	38	18	6	4	1	4	"-"	50	62	42	8	12	12	6	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	95	3	1	NA	1	14	86	NA	51	20	25	4	NA	29	71	1	NA	1	1	NA	63	17	20	NA	1	33	65	1
"MYO6"	""	""	"NUCLEUS"	"Nucleus but not nucleoli"	NA	"Supportive"	"apical part of cell; axon; cell cortex; coated pit; cytoplasm; cytoplasmic membrane-bounded vesicle; cytosol; DNA-directed RNA polymerase II, holoenzyme; endocytic vesicle; extracellular vesicular exosome; filamentous actin; Golgi apparatus; lysosomal membrane; membrane; microvillus; neuronal cell body; nuclear membrane; nucleoplasm; nucleus; perinuclear region of cytoplasm; plasma membrane; ruffle; ruffle membrane; unconventional myosin complex; vesicle membrane"	" Golgi apparatus trans-Golgi network membrane; Peripheral membrane protein Golgi apparatus {ECO:0000250} Nucleus Cytoplasm perinuclear region Membrane clathrin-coated pit Cell projection ruffle membrane; Peripheral membrane protein Note=Also present in endocyctic vesicles and membrane ruffles Translocates from membrane ruffles endocytic vesicles and cytoplasm to Golgi apparatus perinuclear membrane and nucleus through induction by p53 and p53-induced DNA damage Recruited into membrane ruffles from cell surface by EGF-stimulation Colocalizes with DAB2 in clathrin-coated pits/vesicles Colocalizes with OPTN at the Golgi complex and in vesicular structures close to the plasma membrane (By similarity) {ECO:0000250};  Isoform 3: Cytoplasmic vesicle clathrin-coated vesicle membrane;  Isoform 4: Cytoplasmic vesicle clathrin-coated vesicle membrane Cell projection ruffle membrane"	"overlaps 7"	243	"PM"	0.666666666666667	"PM"	0.5	"NUCLEUS"	0.5	"MYO6"	"-"	26	50	48	14	20	22	8	1	1	10	"-"	1	92	66	8	18	4	4	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	72	22	5	NA	25	4	71	NA	66	1	34	1	NA	59	18	23	NA	1	1	NA	86	7	8	NA	32	7	61	1
"NCKAP1"	"PM"	"PM"	""	"Cytoplasm"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome; focal adhesion; integral component of membrane; lamellipodium; plasma membrane; SCAR complex"	" Cell membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250} Cell projection lamellipodium membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250} Note=At the interface between the lamellipodial actin meshwork and the membrane {ECO:0000250}"	"overlaps 7"	243	"PM"	0.666666666666667	"PM"	0.5	"NUCLEUS"	0.5	"NCKAP1"	"-"	6	66	36	24	30	18	6	6	6	1	"-"	60	82	46	4	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	72	14	14	NA	15	4	81	NA	100	1	1	1	NA	61	39	1	NA	1	1	NA	87	1	13	NA	81	2	1	18
"TJP1"	""	""	"CS"	"Cell Junctions"	NA	"Supportive"	"apical junction complex; apical part of cell; apical plasma membrane; apicolateral plasma membrane; basolateral plasma membrane; cell-cell adherens junction; cell junction; cytoplasm; cytosol; gap junction; intercalated disc; intercellular canaliculus; nucleus; plasma membrane; tight junction"	" Cell membrane; Peripheral membrane protein; Cytoplasmic side Cell junction tight junction Cell junction Cell junction gap junction Note=Moves from the cytoplasm to the cell membrane concurrently with cell-cell contact Detected at the leading edge of migrating and wounded cells"	"overlaps 7"	243	"PM"	0.666666666666667	"PM"	0.5	"NUCLEUS"	0.5	"TJP1"	"-"	8	40	26	16	24	30	20	14	12	12	"-"	1	70	24	1	1	34	26	26	1	20	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	42	39	19	NA	2	48	50	NA	100	1	1	1	NA	20	46	34	NA	1	1	NA	53	1	47	NA	10	21	54	14
"CD97"	""	""	""	"Cytoplasm"	NA	"Uncertain"	"extracellular vesicular exosome; focal adhesion; integral component of plasma membrane; membrane; plasma membrane"	" Cell membrane; Multi-pass membrane protein;  CD97 antigen subunit alpha: Secreted extracellular space"	"overlaps 5"	336	"PM"	0.666666666666667	"PM"	0.666666666666667	"GOLGI"	0.666666666666667	"CD97"	"-"	1	30	30	26	50	32	14	10	8	1	"-"	88	62	8	8	32	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	9	16	76	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	99	1	NA	1	11	89	NA	1	1	1	100
"ITGA6"	"PM"	"PM"	""	NA	NA	NA	"basal plasma membrane; basement membrane; cell-cell adherens junction; cell surface; external side of plasma membrane; filopodium; focal adhesion; hemidesmosome; integrin alpha6-beta4 complex; plasma membrane"	" Cell membrane {ECO:0000269|PubMed:22314500}; Single-pass type I membrane protein {ECO:0000269|PubMed:22314500} Cell membrane {ECO:0000269|PubMed:22314500}; Lipid-anchor {ECO:0000269|PubMed:22314500}"	"overlaps 5"	336	"PM"	0.666666666666667	"PM"	0.666666666666667	"GOLGI"	0.666666666666667	"ITGA6"	"-"	1	52	38	22	38	26	12	8	6	1	"-"	90	72	28	6	4	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	100	NA	98	2	NA	1	1	100	NA	1	1	17	82
"SLC30A1"	"PM"	"PM"	"PM"	"Plasma membrane"	"Vesicles"	"Supportive"	"cytoplasm; endoplasmic reticulum; Golgi apparatus; integral component of membrane; nuclear membrane; plasma membrane; T-tubule"	" Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}"	"overlaps 5"	336	"PM"	0.666666666666667	"PM"	0.666666666666667	"GOLGI"	0.666666666666667	"SLC30A1"	"-"	1	40	26	22	42	32	20	12	6	1	"-"	44	122	30	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	64	36	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	54	2	44	NA	1	2	1	98
"SLC30A7"	""	"GOLGI"	"GOLGI"	"Golgi apparatus"	NA	"Supportive"	"cytoplasm; cytoplasmic membrane-bounded vesicle; extracellular vesicular exosome; Golgi apparatus; Golgi membrane; integral component of membrane; perinuclear region of cytoplasm; vesicle"	" Golgi apparatus trans-Golgi network membrane {ECO:0000269|PubMed:12446736}; Multi-pass membrane protein {ECO:0000269|PubMed:12446736}"	"overlaps 6"	336	"PM"	0.666666666666667	"PM"	0.666666666666667	"GOLGI"	0.666666666666667	"SLC30A7"	"-"	8	10	14	14	38	30	14	30	26	20	"-"	1	128	54	1	8	1	1	4	1	1	1	NA	22	8	68	48	46	6	NA	1	93	7	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	90	10	NA	1	3	97	NA	1	4	1	96
"TMF1"	""	""	"GOLGI"	"Golgi apparatus"	NA	"Supportive"	"endoplasmic reticulum; Golgi apparatus; membrane; nucleus"	" Cytoplasm Nucleus Golgi apparatus membrane Note=Concentrated at the budding structures localized at the tips of cisternae"	"overlaps 5"	336	"PM"	0.666666666666667	"PM"	0.666666666666667	"GOLGI"	0.666666666666667	"TMF1"	"-"	1	8	1	1	22	16	16	80	58	1	"-"	22	150	1	1	1	28	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	98	2	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	94	6	NA	1	1	100	NA	3	1	1	97
"YIPF4"	"EXTRACELLULAR"	""	""	"Golgi apparatus"	"Plasma membrane;Vesicles"	"Supportive"	"endoplasmic reticulum; Golgi apparatus; integral component of membrane; intracellular membrane-bounded organelle; plasma membrane"	" Golgi apparatus cis-Golgi network membrane {ECO:0000269|PubMed:21757827}; Multi-pass membrane protein {ECO:0000269|PubMed:21757827}"	"overlaps 6"	336	"PM"	0.666666666666667	"PM"	0.666666666666667	"GOLGI"	0.666666666666667	"YIPF4"	"-"	1	14	22	18	38	48	18	20	20	1	"-"	56	82	30	1	1	1	30	1	1	1	1	NA	1	1	40	62	84	14	NA	1	99	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	1	1	100	NA	1	1	1	100
"AGTRAP"	""	""	""	"Vesicles"	NA	"Supportive"	"cell cortex; cytoplasmic vesicle; endoplasmic reticulum; Golgi apparatus; integral component of membrane; plasma membrane"	" Endoplasmic reticulum membrane {ECO:0000269|PubMed:12960423}; Multi-pass membrane protein {ECO:0000269|PubMed:12960423} Golgi apparatus membrane {ECO:0000269|PubMed:12960423}; Multi-pass membrane protein {ECO:0000269|PubMed:12960423} Cytoplasmic vesicle membrane {ECO:0000269|PubMed:12960423}; Multi-pass membrane protein {ECO:0000269|PubMed:12960423} Note=Present in perinuclear vesicular membranes Endoplasmic reticulum Golgi and endocytic vesicles"	"overlaps 3"	456	"PM"	0.5	"PM"	0.5	"GOLGI"	1	"AGTRAP"	"-"	1	12	32	12	66	70	6	6	1	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	67	27	5	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	98	2	NA	1	1	1	NA	14	1	1	86
